date,number3,number4
2012-11-06,044,0820
2012-11-07,085,5474
2012-11-08,966,9360
2012-11-09,666,4167
2012-11-12,781,7995
2012-11-13,019,9034
2012-11-14,605,5879
2012-11-15,495,5395
2012-11-16,464,5194
2012-11-19,713,8660
2012-11-20,776,7922
2012-11-21,872,8477
2012-11-22,307,1467
2012-11-23,369,2868
2012-11-26,204,4900
2012-11-27,660,4767
2012-11-28,195,2859
2012-11-29,950,6004
2012-11-30,943,9170
2012-12-03,217,4762
2012-12-04,798,9607
2012-12-05,793,8897
2012-12-06,931,2952
2012-12-07,167,7067
2012-12-10,540,1171
2012-12-11,776,5549
2012-12-12,249,5952
2012-12-13,374,3608
2012-12-14,282,7356
2012-12-17,141,9395
2012-12-18,199,3778
2012-12-19,036,9582
2012-12-20,619,1982
2012-12-21,273,9632
2012-12-24,579,0273
2012-12-25,296,1332
2012-12-26,426,9073
2012-12-27,836,7531
2012-12-28,889,3273
2013-01-04,609,2052
2013-01-07,778,3148
2013-01-08,877,3464
2013-01-09,239,3405
2013-01-10,240,8512
2013-01-11,044,2531
2013-01-14,238,0783
2013-01-15,447,7773
2013-01-16,663,1595
2013-01-17,433,8791
2013-01-18,228,9383
2013-01-21,871,3980
2013-01-22,068,7064
2013-01-23,352,5638
2013-01-24,794,3847
2013-01-25,272,3019
2013-01-28,481,0624
2013-01-29,533,9444
2013-01-30,015,6262
2013-01-31,158,3911
2013-02-01,844,9159
2013-02-04,258,6708
2013-02-05,300,3397
2013-02-06,068,9375
2013-02-07,252,6964
2013-02-08,199,3092
2013-02-11,481,3402
2013-02-12,731,5888
2013-02-13,381,6258
2013-02-14,507,2340
2013-02-15,574,2376
2013-02-18,972,0673
2013-02-19,139,2821
2013-02-20,230,5777
2013-02-21,396,7329
2013-02-22,728,5647
2013-02-25,751,3178
2013-02-26,199,9585
2013-02-27,181,3433
2013-02-28,717,9333
2013-03-01,837,8222
2013-03-04,723,7303
2013-03-05,797,4295
2013-03-06,473,5893
2013-03-07,158,2887
2013-03-08,168,4424
2013-03-11,898,4379
2013-03-12,986,8471
2013-03-13,980,4465
2013-03-14,528,3417
2013-03-15,888,2105
2013-03-18,369,2935
2013-03-19,349,4327
2013-03-20,333,1105
2013-03-21,735,1564
2013-03-22,448,3575
2013-03-25,291,0241
2013-03-26,782,0181
2013-03-27,538,9740
2013-03-28,510,5985
2013-03-29,259,3191
2013-04-01,044,5997
2013-04-02,344,9493
2013-04-03,893,4896
2013-04-04,422,6938
2013-04-05,318,5022
2013-04-08,233,3315
2013-04-09,582,8104
2013-04-10,045,5359
2013-04-11,102,3002
2013-04-12,318,6717
2013-04-15,760,1460
2013-04-16,210,2390
2013-04-17,114,4868
2013-04-18,044,6775
2013-04-19,003,0799
2013-04-22,947,6253
2013-04-23,715,5970
2013-04-24,722,2600
2013-04-25,294,7793
2013-04-26,921,1056
2013-04-29,693,3416
2013-04-30,706,1114
2013-05-01,104,7895
2013-05-02,832,0095
2013-05-03,714,4237
2013-05-06,160,4569
2013-05-07,570,6554
2013-05-08,407,3307
2013-05-09,314,7372
2013-05-10,034,8503
2013-05-13,488,6836
2013-05-14,164,1295
2013-05-15,531,9604
2013-05-16,318,6985
2013-05-17,165,1667
2013-05-20,963,7209
2013-05-21,444,9991
2013-05-22,244,8226
2013-05-23,899,7760
2013-05-24,456,7173
2013-05-27,345,1364
2013-05-28,819,1676
2013-05-29,980,9957
2013-05-30,041,7251
2013-05-31,953,6418
2013-06-03,723,9892
2013-06-04,611,0544
2013-06-05,143,5587
2013-06-06,292,4637
2013-06-07,004,2565
2013-06-10,497,8479
2013-06-11,137,3016
2013-06-12,378,4697
2013-06-13,165,2403
2013-06-14,477,9706
2013-06-17,883,2033
2013-06-18,481,1426
2013-06-19,238,3997
2013-06-20,031,7547
2013-06-21,527,3996
2013-06-24,068,8096
2013-06-25,032,0784
2013-06-26,314,1929
2013-06-27,725,4730
2013-06-28,848,0934
2013-07-01,790,6550
2013-07-02,307,2940
2013-07-03,587,3141
2013-07-04,812,5412
2013-07-05,676,8387
2013-07-08,551,8655
2013-07-09,082,1550
2013-07-10,343,4791
2013-07-11,820,2588
2013-07-12,456,4156
2013-07-15,940,2101
2013-07-16,950,0951
2013-07-17,044,2342
2013-07-18,195,1886
2013-07-19,235,9916
2013-07-22,342,3529
2013-07-23,293,8697
2013-07-24,346,1780
2013-07-25,740,9012
2013-07-26,501,1296
2013-07-29,333,3728
2013-07-30,254,1674
2013-07-31,757,4076
2013-08-01,811,0681
2013-08-02,914,0612
2013-08-05,257,6284
2013-08-06,497,2695
2013-08-07,017,5970
2013-08-08,283,7708
2013-08-09,917,5536
2013-08-12,234,6124
2013-08-13,078,2983
2013-08-14,155,0230
2013-08-15,801,0245
2013-08-16,900,7941
2013-08-19,155,6333
2013-08-20,317,8299
2013-08-21,710,0540
2013-08-22,850,2009
2013-08-23,294,7788
2013-08-26,893,1219
2013-08-27,682,6233
2013-08-28,793,3274
2013-08-29,351,0742
2013-08-30,311,5395
2013-09-02,501,0752
2013-09-03,204,6731
2013-09-04,975,6879
2013-09-05,536,3391
2013-09-06,791,3070
2013-09-09,547,3255
2013-09-10,300,1362
2013-09-11,192,1091
2013-09-12,537,5772
2013-09-13,511,2404
2013-09-16,137,3579
2013-09-17,760,8766
2013-09-18,595,1454
2013-09-19,789,7518
2013-09-20,039,6012
2013-09-23,389,0189
2013-09-24,613,4118
2013-09-25,825,7219
2013-09-26,236,0895
2013-09-27,895,7604
2013-09-30,817,0028
2013-10-01,113,6182
2013-10-02,021,4230
2013-10-03,996,4341
2013-10-04,865,2642
2013-10-07,694,6332
2013-10-08,708,7739
2013-10-09,451,1823
2013-10-10,110,1385
2013-10-11,484,7471
2013-10-14,572,2204
2013-10-15,355,3840
2013-10-16,249,9865
2013-10-17,896,6581
2013-10-18,139,1711
2013-10-21,077,2698
2013-10-22,503,8025
2013-10-23,907,7352
2013-10-24,306,4114
2013-10-25,693,8632
2013-10-28,454,8075
2013-10-29,140,2930
2013-10-30,348,9172
2013-10-31,052,2569
2013-11-01,535,3453
2013-11-04,952,7771
2013-11-05,650,8511
2013-11-06,524,9382
2013-11-07,694,0461
2013-11-08,380,9354
2013-11-11,885,0590
2013-11-12,470,3599
2013-11-13,910,2140
2013-11-14,014,4612
2013-11-15,638,9001
2013-11-18,439,6282
2013-11-19,484,5781
2013-11-20,721,8362
2013-11-21,922,1811
2013-11-22,983,2052
2013-11-25,081,2830
2013-11-26,975,1166
2013-11-27,724,7523
2013-11-28,244,8549
2013-11-29,842,0206
2013-12-02,421,7161
2013-12-03,752,2265
2013-12-04,928,8330
2013-12-05,674,7448
2013-12-06,443,1047
2013-12-09,542,2455
2013-12-10,023,4508
2013-12-11,622,0870
2013-12-12,372,9758
2013-12-13,186,4333
2013-12-16,515,6547
2013-12-17,576,1034
2013-12-18,107,2986
2013-12-19,540,3731
2013-12-20,879,9500
2013-12-23,997,5291
2013-12-24,456,3059
2013-12-25,271,4111
2013-12-26,672,4162
2013-12-27,127,3671
2013-12-30,549,8856
2014-01-06,098,5729
2014-01-07,578,0389
2014-01-08,721,9512
2014-01-09,613,3940
2014-01-10,005,3659
2014-01-13,136,8000
2014-01-14,560,8887
2014-01-15,506,5251
2014-01-16,641,6960
2014-01-17,720,1165
2014-01-20,921,7689
2014-01-21,119,2764
2014-01-22,154,8066
2014-01-23,314,6892
2014-01-24,311,4472
2014-01-27,138,6191
2014-01-28,369,0005
2014-01-29,070,3750
2014-01-30,327,4051
2014-01-31,729,7285
2014-02-03,044,2963
2014-02-04,861,9894
2014-02-05,200,1218
2014-02-06,095,1895
2014-02-07,264,5111
2014-02-10,423,0118
2014-02-11,343,4800
2014-02-12,951,0687
2014-02-13,805,9531
2014-02-14,709,1856
2014-02-17,271,9372
2014-02-18,687,8749
2014-02-19,722,3045
2014-02-20,099,3380
2014-02-21,172,2395
2014-02-24,287,3624
2014-02-25,061,5427
2014-02-26,272,1856
2014-02-27,171,3147
2014-02-28,101,7516
2014-03-03,992,5946
2014-03-04,834,6662
2014-03-05,624,8631
2014-03-06,087,4305
2014-03-07,169,2118
2014-03-10,975,3373
2014-03-11,661,2705
2014-03-12,558,6485
2014-03-13,619,4001
2014-03-14,784,1697
2014-03-17,198,7836
2014-03-18,729,5877
2014-03-19,045,7811
2014-03-20,608,8484
2014-03-21,787,0342
2014-03-24,263,2491
2014-03-25,636,8191
2014-03-26,710,6831
2014-03-27,841,5824
2014-03-28,643,1875
2014-03-31,098,6980
2014-04-01,108,7734
2014-04-02,606,0521
2014-04-03,858,9592
2014-04-04,740,8401
2014-04-07,942,4556
2014-04-08,701,7260
2014-04-09,295,7218
2014-04-10,808,9507
2014-04-11,135,5747
2014-04-14,123,2218
2014-04-15,160,1247
2014-04-16,637,7440
2014-04-17,493,5148
2014-04-18,725,2454
2014-04-21,017,9681
2014-04-22,290,2554
2014-04-23,951,1358
2014-04-24,809,9910
2014-04-25,589,7815
2014-04-28,442,0318
2014-04-29,199,8590
2014-04-30,495,0538
2014-05-01,808,7594
2014-05-02,336,5221
2014-05-05,994,9967
2014-05-06,806,3870
2014-05-07,297,4471
2014-05-08,353,4449
2014-05-09,154,9740
2014-05-12,367,5164
2014-05-13,934,1542
2014-05-14,463,9317
2014-05-15,153,9361
2014-05-16,065,5946
2014-05-19,836,0594
2014-05-20,281,4491
2014-05-21,746,5433
2014-05-22,433,7401
2014-05-23,034,2217
2014-05-26,086,9374
2014-05-27,845,8486
2014-05-28,474,7436
2014-05-29,761,6269
2014-05-30,839,3753
2014-06-02,468,8041
2014-06-03,327,3161
2014-06-04,769,2574
2014-06-05,790,5574
2014-06-06,928,8616
2014-06-09,620,7601
2014-06-10,431,1691
2014-06-11,334,9444
2014-06-12,429,5173
2014-06-13,690,5578
2014-06-16,797,0069
2014-06-17,226,3792
2014-06-18,084,7660
2014-06-19,568,8842
2014-06-20,644,1836
2014-06-23,338,0869
2014-06-24,955,7130
2014-06-25,732,7936
2014-06-26,101,8636
2014-06-27,785,0313
2014-06-30,092,6041
2014-07-01,571,4039
2014-07-02,953,3892
2014-07-03,307,7321
2014-07-04,583,5987
2014-07-07,076,7438
2014-07-08,856,5517
2014-07-09,389,8605
2014-07-10,647,9219
2014-07-11,398,3509
2014-07-14,061,4786
2014-07-15,495,6933
2014-07-16,239,3818
2014-07-17,621,2068
2014-07-18,790,7515
2014-07-21,954,7306
2014-07-22,197,3811
2014-07-23,059,4293
2014-07-24,070,7684
2014-07-25,498,6859
2014-07-28,190,7078
2014-07-29,234,6192
2014-07-30,392,0593
2014-07-31,649,2182
2014-08-01,940,4991
2014-08-04,764,5109
2014-08-05,955,6919
2014-08-06,933,0354
2014-08-07,857,6579
2014-08-08,031,1455
2014-08-11,793,1251
2014-08-12,448,8425
2014-08-13,528,0529
2014-08-14,371,6205
2014-08-15,122,3723
2014-08-18,425,0103
2014-08-19,701,3729
2014-08-20,852,2602
2014-08-21,059,5595
2014-08-22,685,5668
2014-08-25,105,8360
2014-08-26,958,0307
2014-08-27,314,9897
2014-08-28,376,0296
2014-08-29,653,0581
2014-09-01,151,2330
2014-09-02,721,7748
2014-09-03,058,8547
2014-09-04,586,6122
2014-09-05,621,7327
2014-09-08,802,3161
2014-09-09,983,4886
2014-09-10,816,2026
2014-09-11,644,5146
2014-09-12,249,3045
2014-09-15,509,9322
2014-09-16,289,1748
2014-09-17,927,0101
2014-09-18,498,8102
2014-09-19,181,7409
2014-09-22,174,0113
2014-09-23,468,0402
2014-09-24,697,8793
2014-09-25,113,6950
2014-09-26,517,6983
2014-09-29,786,5166
2014-09-30,066,7549
2014-10-01,354,4729
2014-10-02,045,9962
2014-10-03,745,4264
2014-10-06,065,1482
2014-10-07,890,9948
2014-10-08,148,7188
2014-10-09,178,4891
2014-10-10,782,7615
2014-10-13,509,2604
2014-10-14,369,5163
2014-10-15,893,3549
2014-10-16,963,5051
2014-10-17,908,0134
2014-10-20,717,1018
2014-10-21,404,0793
2014-10-22,373,3915
2014-10-23,336,4784
2014-10-24,799,1542
2014-10-27,444,7383
2014-10-28,260,9209
2014-10-29,009,4344
2014-10-30,274,9124
2014-10-31,885,0621
2014-11-03,040,7893
2014-11-04,832,7457
2014-11-05,861,4851
2014-11-06,551,9739
2014-11-07,866,6584
2014-11-10,611,3722
2014-11-11,181,8598
2014-11-12,112,7780
2014-11-13,277,6326
2014-11-14,194,1784
2014-11-17,335,0286
2014-11-18,618,8704
2014-11-19,095,3087
2014-11-20,536,1976
2014-11-21,426,7807
2014-11-24,000,7728
2014-11-25,303,0006
2014-11-26,372,4498
2014-11-27,384,7381
2014-11-28,990,6799
2014-12-01,913,8954
2014-12-02,725,9450
2014-12-03,076,6392
2014-12-04,916,7842
2014-12-05,384,2884
2014-12-08,900,3342
2014-12-09,312,9614
2014-12-10,501,8186
2014-12-11,840,1171
2014-12-12,410,5533
2014-12-15,511,4368
2014-12-16,889,9840
2014-12-17,235,1896
2014-12-18,983,1713
2014-12-19,929,5686
2014-12-22,853,3305
2014-12-23,330,4621
2014-12-24,516,4596
2014-12-25,728,6120
2014-12-26,167,3281
2014-12-29,537,8424
2014-12-30,642,8684
2015-01-05,025,0782
2015-01-06,202,4931
2015-01-07,826,3058
2015-01-08,211,9946
2015-01-09,031,4337
2015-01-12,763,2069
2015-01-13,836,5113
2015-01-14,271,1284
2015-01-15,765,5810
2015-01-16,048,2142
2015-01-19,222,1918
2015-01-20,597,1841
2015-01-21,772,0909
2015-01-22,849,7802
2015-01-23,432,3496
2015-01-26,996,9353
2015-01-27,722,7176
2015-01-28,740,3404
2015-01-29,809,2807
2015-01-30,355,1666
2015-02-02,192,7941
2015-02-03,250,9935
2015-02-04,365,7281
2015-02-05,690,7028
2015-02-06,201,4228
2015-02-09,377,1470
2015-02-10,583,8312
2015-02-11,266,2805
2015-02-12,349,6736
2015-02-13,539,5142
2015-02-16,202,5096
2015-02-17,845,9048
2015-02-18,682,7739
2015-02-19,521,7112
2015-02-20,829,2827
2015-02-23,618,2457
2015-02-24,904,6405
2015-02-25,824,5180
2015-02-26,574,3516
2015-02-27,311,9524
2015-03-02,161,1096
2015-03-03,462,2654
2015-03-04,227,0519
2015-03-05,751,2166
2015-03-06,526,3539
2015-03-09,862,8573
2015-03-10,100,1191
2015-03-11,623,9846
2015-03-12,553,2370
2015-03-13,302,7078
2015-03-16,813,9154
2015-03-17,607,3533
2015-03-18,944,6459
2015-03-19,339,2469
2015-03-20,663,7203
2015-03-23,011,2371
2015-03-24,245,9007
2015-03-25,427,0175
2015-03-26,908,8876
2015-03-27,928,0542
2015-03-30,187,6776
2015-03-31,007,1770
2015-04-01,336,6223
2015-04-02,677,5046
2015-04-03,845,9387
2015-04-06,159,9840
2015-04-07,589,6008
2015-04-08,521,2196
2015-04-09,988,5708
2015-04-10,658,6739
2015-04-13,507,8620
2015-04-14,986,6990
2015-04-15,675,2584
2015-04-16,009,6779
2015-04-17,348,8099
2015-04-20,164,9314
2015-04-21,222,4788
2015-04-22,220,2864
2015-04-23,081,0563
2015-04-24,153,1884
2015-04-27,190,3795
2015-04-28,450,6220
2015-04-29,899,1166
2015-04-30,242,8474
2015-05-01,897,2794
2015-05-04,636,6637
2015-05-05,856,3953
2015-05-06,906,0009
2015-05-07,905,6758
2015-05-08,440,3215
2015-05-11,356,8615
2015-05-12,800,8657
2015-05-13,595,3349
2015-05-14,361,3993
2015-05-15,735,2222
2015-05-18,991,9778
2015-05-19,433,9904
2015-05-20,576,5864
2015-05-21,934,6950
2015-05-22,977,6231
2015-05-25,362,7901
2015-05-26,166,6910
2015-05-27,309,6569
2015-05-28,384,6530
2015-05-29,778,8492
2015-06-01,465,6637
2015-06-02,641,6359
2015-06-03,537,2141
2015-06-04,858,7809
2015-06-05,191,3096
2015-06-08,081,8779
2015-06-09,240,6770
2015-06-10,455,7145
2015-06-11,402,7819
2015-06-12,549,0335
2015-06-15,690,7433
2015-06-16,589,6898
2015-06-17,451,4023
2015-06-18,313,9177
2015-06-19,258,6426
2015-06-22,880,1990
2015-06-23,454,8256
2015-06-24,691,2870
2015-06-25,885,7993
2015-06-26,086,4914
2015-06-29,319,3104
2015-06-30,686,3058
2015-07-01,470,8390
2015-07-02,516,7965
2015-07-03,447,6100
2015-07-06,174,1568
2015-07-07,097,1690
2015-07-08,583,9461
2015-07-09,590,1564
2015-07-10,818,5453
2015-07-13,721,5702
2015-07-14,279,6834
2015-07-15,023,5341
2015-07-16,334,4105
2015-07-17,598,7124
2015-07-20,844,0963
2015-07-21,895,6765
2015-07-22,013,2699
2015-07-23,300,8145
2015-07-24,468,2384
2015-07-27,287,0555
2015-07-28,080,2922
2015-07-29,461,5235
2015-07-30,409,8063
2015-07-31,004,7469
2015-08-03,336,4468
2015-08-04,907,9960
2015-08-05,275,9792
2015-08-06,426,9089
2015-08-07,802,0075
2015-08-10,567,3472
2015-08-11,419,0553
2015-08-12,119,0029
2015-08-13,809,5872
2015-08-14,859,8771
2015-08-17,507,6383
2015-08-18,978,9878
2015-08-19,580,2956
2015-08-20,214,9259
2015-08-21,372,9386
2015-08-24,315,5920
2015-08-25,282,1318
2015-08-26,920,7426
2015-08-27,778,6677
2015-08-28,169,3364
2015-08-31,763,8399
2015-09-01,104,8377
2015-09-02,787,7859
2015-09-03,890,5037
2015-09-04,489,1757
2015-09-07,678,5733
2015-09-08,423,3930
2015-09-09,896,4554
2015-09-10,468,6425
2015-09-11,549,5109
2015-09-14,820,6255
2015-09-15,759,3545
2015-09-16,117,6284
2015-09-17,306,7166
2015-09-18,302,8225
2015-09-21,243,5540
2015-09-22,264,0597
2015-09-23,144,6231
2015-09-24,924,5187
2015-09-25,792,6013
2015-09-28,191,3318
2015-09-29,166,0661
2015-09-30,945,4099
2015-10-01,203,5442
2015-10-02,468,4056
2015-10-05,173,4355
2015-10-06,524,4109
2015-10-07,425,5660
2015-10-08,321,1815
2015-10-09,658,3847
2015-10-12,185,4065
2015-10-13,418,7865
2015-10-14,119,2298
2015-10-15,288,9074
2015-10-16,503,3209
2015-10-19,363,0989
2015-10-20,504,9437
2015-10-21,458,1550
2015-10-22,396,4750
2015-10-23,686,2603
2015-10-26,370,9030
2015-10-27,906,8880
2015-10-28,049,1731
2015-10-29,118,3433
2015-10-30,394,9043
2015-11-02,675,0416
2015-11-03,230,7706
2015-11-04,675,8741
2015-11-05,715,4121
2015-11-06,220,3748
2015-11-09,708,7522
2015-11-10,945,1702
2015-11-11,493,9395
2015-11-12,711,2819
2015-11-13,050,8000
2015-11-16,305,2953
2015-11-17,757,3449
2015-11-18,414,6743
2015-11-19,161,3919
2015-11-20,851,8620
2015-11-23,359,5231
2015-11-24,691,9631
2015-11-25,748,0887
2015-11-26,895,9603
2015-11-27,372,3619
2015-11-30,547,1417
2015-12-01,784,1018
2015-12-02,999,6170
2015-12-03,422,1063
2015-12-04,192,2118
2015-12-07,429,1809
2015-12-08,368,1370
2015-12-09,687,2727
2015-12-10,336,1263
2015-12-11,332,7899
2015-12-14,671,7409
2015-12-15,484,8937
2015-12-16,166,4078
2015-12-17,308,5866
2015-12-18,966,2901
2015-12-21,530,5306
2015-12-22,454,7376
2015-12-23,447,5132
2015-12-24,187,4690
2015-12-25,166,6790
2015-12-28,549,4468
2015-12-29,710,8354
2015-12-30,350,5496
2016-01-04,748,6778
2016-01-05,988,5456
2016-01-06,274,3619
2016-01-07,603,5865
2016-01-08,797,6186
2016-01-11,787,5621
2016-01-12,946,2227
2016-01-13,081,2956
2016-01-14,727,1944
2016-01-15,992,8955
2016-01-18,283,4150
2016-01-19,392,8252
2016-01-20,814,8339
2016-01-21,725,2489
2016-01-22,751,1492
2016-01-25,211,5696
2016-01-26,564,7323
2016-01-27,504,5526
2016-01-28,234,4893
2016-01-29,694,0599
2016-02-01,366,9021
2016-02-02,602,0908
2016-02-03,712,1499
2016-02-04,182,8845
2016-02-05,418,2339
2016-02-08,305,9359
2016-02-09,344,3120
2016-02-10,307,3276
2016-02-11,136,8813
2016-02-12,147,8365
2016-02-15,886,8458
2016-02-16,721,8329
2016-02-17,092,5738
2016-02-18,934,3157
2016-02-19,055,7027
2016-02-22,456,8368
2016-02-23,908,2332
2016-02-24,837,8831
2016-02-25,878,1576
2016-02-26,250,9766
2016-02-29,311,3730
2016-03-01,099,9933
2016-03-02,927,2600
2016-03-03,002,5028
2016-03-04,201,4944
2016-03-07,405,1975
2016-03-08,500,6429
2016-03-09,334,0736
2016-03-10,244,7486
2016-03-11,200,3876
2016-03-14,426,5252
2016-03-15,986,0448
2016-03-16,937,7742
2016-03-17,146,8126
2016-03-18,213,2293
2016-03-21,257,7711
2016-03-22,187,0570
2016-03-23,355,6375
2016-03-24,207,8188
2016-03-25,913,5148
2016-03-28,457,7777
2016-03-29,446,6861
2016-03-30,622,0551
2016-03-31,654,6585
2016-04-01,375,3823
2016-04-04,304,4131
2016-04-05,602,8622
2016-04-06,878,4735
2016-04-07,065,3744
2016-04-08,863,3642
2016-04-11,900,8525
2016-04-12,813,7701
2016-04-13,763,1701
2016-04-14,661,7930
2016-04-15,836,8459
2016-04-18,180,5781
2016-04-19,230,1084
2016-04-20,660,2994
2016-04-21,603,3141
2016-04-22,099,7439
2016-04-25,188,3778
2016-04-26,263,4217
2016-04-27,962,8034
2016-04-28,183,2335
2016-04-29,183,6051
2016-05-02,701,1548
2016-05-03,732,5906
2016-05-04,942,3942
2016-05-05,987,9013
2016-05-06,528,4392
2016-05-09,468,1308
2016-05-10,933,4418
2016-05-11,511,8132
2016-05-12,497,7482
2016-05-13,339,0483
2016-05-16,975,0154
2016-05-17,750,7546
2016-05-18,590,6117
2016-05-19,237,0869
2016-05-20,402,1775
2016-05-23,985,8403
2016-05-24,664,8113
2016-05-25,070,9104
2016-05-26,642,3747
2016-05-27,271,7398
2016-05-30,921,1376
2016-05-31,397,3940
2016-06-01,658,9082
2016-06-02,256,7299
2016-06-03,093,1297
2016-06-06,617,3659
2016-06-07,034,3629
2016-06-08,262,2688
2016-06-09,355,2401
2016-06-10,809,7530
2016-06-13,244,1949
2016-06-14,543,0411
2016-06-15,742,6150
2016-06-16,370,8976
2016-06-17,063,5942
2016-06-20,724,9044
2016-06-21,615,4406
2016-06-22,125,7028
2016-06-23,693,3567
2016-06-24,088,7935
2016-06-27,440,0643
2016-06-28,546,0846
2016-06-29,748,7253
2016-06-30,602,8984
2016-07-01,958,8080
2016-07-04,728,7318
2016-07-05,514,3014
2016-07-06,510,8872
2016-07-07,003,7982
2016-07-08,443,5179
2016-07-11,826,8392
2016-07-12,716,4315
2016-07-13,291,8082
2016-07-14,001,2948
2016-07-15,292,4744
2016-07-18,914,7409
2016-07-19,804,3068
2016-07-20,451,5556
2016-07-21,095,4473
2016-07-22,141,4380
2016-07-25,097,4800
2016-07-26,356,9750
2016-07-27,052,4277
2016-07-28,047,2024
2016-07-29,532,5956
2016-08-01,806,2913
2016-08-02,206,9083
2016-08-03,308,5813
2016-08-04,867,9995
2016-08-05,623,2008
2016-08-08,682,9401
2016-08-09,058,8391
2016-08-10,472,0668
2016-08-11,067,7869
2016-08-12,377,4605
2016-08-15,367,8208
2016-08-16,773,0311
2016-08-17,001,1065
2016-08-18,142,3838
2016-08-19,768,5863
2016-08-22,621,1776
2016-08-23,695,4097
2016-08-24,431,9484
2016-08-25,111,1904
2016-08-26,100,8699
2016-08-29,595,9929
2016-08-30,988,7736
2016-08-31,103,1355
2016-09-01,054,0025
2016-09-02,284,0388
2016-09-05,337,6869
2016-09-06,509,9228
2016-09-07,701,6732
2016-09-08,346,7656
2016-09-09,879,3952
2016-09-12,450,6572
2016-09-13,437,3537
2016-09-14,927,2861
2016-09-15,053,8220
2016-09-16,804,7281
2016-09-19,470,9024
2016-09-20,401,9109
2016-09-21,211,8014
2016-09-22,373,7170
2016-09-23,947,6765
2016-09-26,545,4564
2016-09-27,237,1362
2016-09-28,139,1613
2016-09-29,161,7015
2016-09-30,719,8597
2016-10-03,636,2964
2016-10-04,167,9427
2016-10-05,861,4439
2016-10-06,787,1019
2016-10-07,316,8786
2016-10-10,657,8019
2016-10-11,480,1098
2016-10-12,829,0237
2016-10-13,662,6838
2016-10-14,271,9384
2016-10-17,946,1404
2016-10-18,410,3741
2016-10-19,774,0995
2016-10-20,693,2277
2016-10-21,471,3081
2016-10-24,217,4820
2016-10-25,111,5930
2016-10-26,090,5030
2016-10-27,640,5550
2016-10-28,568,0494
2016-10-31,485,8953
2016-11-01,643,7543
2016-11-02,215,2073
2016-11-03,306,5404
2016-11-04,971,5831
2016-11-07,721,5314
2016-11-08,994,2645
2016-11-09,687,6433
2016-11-10,526,3294
2016-11-11,623,0371
2016-11-14,244,9771
2016-11-15,697,3756
2016-11-16,396,1097
2016-11-17,899,0328
2016-11-18,281,3094
2016-11-21,722,8469
2016-11-22,325,9817
2016-11-23,850,5769
2016-11-24,839,0990
2016-11-25,609,1415
2016-11-28,090,3695
2016-11-29,217,2150
2016-11-30,628,8573
2016-12-01,939,3057
2016-12-02,336,3669
2016-12-05,043,0261
2016-12-06,699,0750
2016-12-07,367,4802
2016-12-08,087,9583
2016-12-09,721,7633
2016-12-12,687,4761
2016-12-13,231,6612
2016-12-14,915,6007
2016-12-15,679,4796
2016-12-16,073,6121
2016-12-19,137,0420
2016-12-20,513,8322
2016-12-21,651,3080
2016-12-22,291,6058
2016-12-23,153,1018
2016-12-26,934,4753
2016-12-27,837,0905
2016-12-28,007,7703
2016-12-29,415,7546
2016-12-30,767,3598
2017-01-04,450,4599
2017-01-05,387,4823
2017-01-06,714,5575
2017-01-09,076,1241
2017-01-10,339,3799
2017-01-11,694,0960
2017-01-12,575,3230
2017-01-13,211,4034
2017-01-16,085,0818
2017-01-17,649,9459
2017-01-18,745,4863
2017-01-19,697,9032
2017-01-20,859,7097
2017-01-23,857,6940
2017-01-24,387,2054
2017-01-25,644,2508
2017-01-26,852,9178
2017-01-27,132,1300
2017-01-30,440,1912
2017-01-31,837,6652
2017-02-01,906,6646
2017-02-02,292,6109
2017-02-03,132,3402
2017-02-06,762,3293
2017-02-07,862,4787
2017-02-08,828,1702
2017-02-09,070,8785
2017-02-10,261,1320
2017-02-13,425,5571
2017-02-14,027,7837
2017-02-15,089,7985
2017-02-16,464,7499
2017-02-17,015,3877
2017-02-20,890,7328
2017-02-21,866,4088
2017-02-22,893,5256
2017-02-23,840,4671
2017-02-24,631,5812
2017-02-27,147,2882
2017-02-28,788,1347
2017-03-01,157,9139
2017-03-02,449,1340
2017-03-03,111,7925
2017-03-06,226,0474
2017-03-07,868,6505
2017-03-08,959,8319
2017-03-09,960,4756
2017-03-10,689,1515
2017-03-13,785,3806
2017-03-14,101,3748
2017-03-15,789,5750
2017-03-16,101,9808
2017-03-17,692,0681
2017-03-20,164,2898
2017-03-21,064,7959
2017-03-22,712,0289
2017-03-23,405,4378
2017-03-24,719,8194
2017-03-27,546,8576
2017-03-28,619,1709
2017-03-29,053,4995
2017-03-30,638,5793
2017-03-31,226,3491
2017-04-03,066,2581
2017-04-04,642,0924
2017-04-05,374,5971
2017-04-06,984,9800
2017-04-07,132,8667
2017-04-10,473,2519
2017-04-11,081,9742
2017-04-12,353,5951
2017-04-13,067,7223
2017-04-14,535,8661
2017-04-17,439,0062
2017-04-18,833,5520
2017-04-19,091,2966
2017-04-20,771,5881
2017-04-21,254,1307
2017-04-24,364,1315
2017-04-25,849,2159
2017-04-26,796,3787
2017-04-27,799,8402
2017-04-28,508,6154
2017-05-01,525,5474
2017-05-02,939,4087
2017-05-03,479,1919
2017-05-04,904,6347
2017-05-05,433,5696
2017-05-08,459,0202
2017-05-09,768,1755
2017-05-10,161,6841
2017-05-11,895,5458
2017-05-12,922,2851
2017-05-15,682,5134
2017-05-16,017,3906
